date,season,season_type,team,opponent,location,team_total,opp_total,team_q1,opp_q1,team_q2,opp_q2,team_q3,opp_q3,team_q4,opp_q4,ot_count,winner,valid_linescore,espn_url,team_ot1,opp_ot1
2026-01-04T00:30:00+00:00,2026,REG,New York Knicks,Philadelphia 76ers,HOME,119,130,30,31,28,35,29,33,32,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810342/76ers-knicks,,
2026-01-03T00:30:00+00:00,2026,REG,New York Knicks,Atlanta Hawks,HOME,99,111,30,33,17,27,23,34,29,17,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810334/hawks-knicks,,
2026-01-01T00:00:00+00:00,2026,REG,New York Knicks,San Antonio Spurs,AWAY,132,134,45,36,28,27,29,30,30,41,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810322/knicks-spurs,,
2025-12-30T01:00:00+00:00,2026,REG,New York Knicks,New Orleans Pelicans,AWAY,130,125,37,41,35,34,24,28,34,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810309/knicks-pelicans,,
2025-12-28T01:00:00+00:00,2026,REG,New York Knicks,Atlanta Hawks,AWAY,128,125,33,27,35,28,30,34,30,36,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810290/knicks-hawks,,
2025-12-25T17:00:00+00:00,2026,REG,New York Knicks,Cleveland Cavaliers,HOME,126,124,23,38,37,20,24,38,42,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809238/cavaliers-knicks,,
2025-12-24T01:00:00+00:00,2026,REG,New York Knicks,Minnesota Timberwolves,AWAY,104,115,28,31,24,27,27,27,25,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810271/knicks-timberwolves,,
2025-12-21T23:00:00+00:00,2026,REG,New York Knicks,Miami Heat,HOME,132,125,30,37,36,25,39,37,27,26,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810253/heat-knicks,,
2025-12-20T00:00:00+00:00,2026,REG,New York Knicks,Philadelphia 76ers,HOME,107,116,29,29,30,28,28,31,20,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810237/76ers-knicks,,
2025-12-19T00:00:00+00:00,2026,REG,New York Knicks,Indiana Pacers,AWAY,114,113,25,36,34,26,27,30,28,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810227/knicks-pacers,,
2025-12-17T01:30:00+00:00,2026,REG,New York Knicks,San Antonio Spurs,HOME,124,113,28,30,31,31,30,33,35,19,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809839/spurs-knicks,,
2025-12-13T22:30:00+00:00,2026,REG,New York Knicks,Orlando Magic,AWAY,132,120,33,36,38,28,29,28,32,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809837/knicks-magic,,
2025-12-10T01:30:00+00:00,2026,REG,New York Knicks,Toronto Raptors,AWAY,117,101,35,39,34,13,25,27,23,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809834/knicks-raptors,,
2025-12-07T17:00:00+00:00,2026,REG,New York Knicks,Orlando Magic,HOME,106,100,35,31,19,24,28,18,24,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810212/magic-knicks,,
2025-12-06T00:30:00+00:00,2026,REG,New York Knicks,Utah Jazz,HOME,146,112,41,13,27,34,47,30,31,35,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810198/jazz-knicks,,
2025-12-04T00:30:00+00:00,2026,REG,New York Knicks,Charlotte Hornets,HOME,119,104,27,12,26,35,37,28,29,29,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810183/hornets-knicks,,
2025-12-03T01:00:00+00:00,2026,REG,New York Knicks,Boston Celtics,AWAY,117,123,32,21,20,37,24,36,41,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810175/knicks-celtics,,
2025-11-30T23:00:00+00:00,2026,REG,New York Knicks,Toronto Raptors,HOME,116,94,41,22,18,30,34,25,23,17,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810158/raptors-knicks,,
2025-11-29T00:30:00+00:00,2026,REG,New York Knicks,Milwaukee Bucks,HOME,118,109,33,37,28,25,31,26,26,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809816/bucks-knicks,,
2025-11-27T00:00:00+00:00,2026,REG,New York Knicks,Charlotte Hornets,AWAY,129,101,37,31,35,16,26,28,31,26,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809803/knicks-hornets,,
2025-11-25T00:30:00+00:00,2026,REG,New York Knicks,Brooklyn Nets,AWAY,113,100,24,26,27,22,38,27,24,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810140/knicks-nets,,
2025-11-22T22:00:00+00:00,2026,REG,New York Knicks,Orlando Magic,AWAY,121,133,29,31,37,33,27,34,28,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810124/knicks-magic,,
2025-11-20T02:30:00+00:00,2026,REG,New York Knicks,Dallas Mavericks,AWAY,113,111,24,25,28,25,35,35,26,26,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810117/knicks-mavericks,,
2025-11-18T00:30:00+00:00,2026,REG,New York Knicks,Miami Heat,AWAY,113,115,20,25,31,30,31,28,31,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810099/knicks-heat,,
2025-11-15T00:00:00+00:00,2026,REG,New York Knicks,Miami Heat,HOME,140,132,32,35,46,33,32,36,30,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809781/heat-knicks,,
2025-11-13T00:00:00+00:00,2026,REG,New York Knicks,Orlando Magic,HOME,107,124,23,30,19,32,31,29,34,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810070/magic-knicks,,
2025-11-12T00:30:00+00:00,2026,REG,New York Knicks,Memphis Grizzlies,HOME,133,120,42,30,35,24,37,39,19,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810063/grizzlies-knicks,,
2025-11-09T23:00:00+00:00,2026,REG,New York Knicks,Brooklyn Nets,HOME,134,98,40,22,37,40,35,17,22,19,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810047/nets-knicks,,
2025-11-06T00:30:00+00:00,2026,REG,New York Knicks,Minnesota Timberwolves,HOME,137,114,28,26,26,32,40,28,43,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810030/timberwolves-knicks,,
2025-11-04T00:30:00+00:00,2026,REG,New York Knicks,Washington Wizards,HOME,119,102,22,30,35,24,41,24,21,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810014/wizards-knicks,,
2025-11-03T00:00:00+00:00,2026,REG,New York Knicks,Chicago Bulls,HOME,128,116,34,24,34,36,37,29,23,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810008/bulls-knicks,,
2025-11-01T00:00:00+00:00,2026,REG,New York Knicks,Chicago Bulls,AWAY,125,135,27,35,26,37,38,28,34,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809505/knicks-bulls,,
2025-10-29T00:00:00+00:00,2026,REG,New York Knicks,Milwaukee Bucks,AWAY,111,121,26,27,45,32,20,35,20,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809980/knicks-bucks,,
2025-10-26T22:00:00+00:00,2026,REG,New York Knicks,Miami Heat,AWAY,107,115,27,24,27,33,27,31,26,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809963/knicks-heat,,
2025-10-24T23:30:00+00:00,2026,REG,New York Knicks,Boston Celtics,HOME,105,95,22,30,42,14,18,21,23,30,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809945/celtics-knicks,,
2025-10-22T23:00:00+00:00,2026,REG,New York Knicks,Cleveland Cavaliers,HOME,119,111,33,23,32,27,22,37,32,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809234/cavaliers-knicks,,
2025-06-01T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,AWAY,108,125,24,25,30,33,23,34,31,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401772994/knicks-pacers,,
2025-05-30T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,HOME,111,94,27,23,29,22,34,28,21,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401772993/pacers-knicks,,
2025-05-28T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,AWAY,121,130,35,43,29,26,27,33,30,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401772992/knicks-pacers,,
2025-05-26T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,AWAY,106,100,26,30,19,28,25,22,36,20,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401772991/knicks-pacers,,
2025-05-24T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,HOME,109,114,26,24,26,25,29,32,28,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401772990/pacers-knicks,,
2025-05-22T00:00:00+00:00,2025,POST,New York Knicks,Indiana Pacers,HOME,135,138,36,34,33,28,21,25,35,38,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401772989/pacers-knicks,10,13
2025-05-17T00:00:00+00:00,2025,POST,New York Knicks,Boston Celtics,HOME,119,81,26,20,38,17,28,20,27,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401769751/celtics-knicks,,
2025-05-14T23:00:00+00:00,2025,POST,New York Knicks,Boston Celtics,AWAY,102,127,32,30,27,29,17,32,26,36,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401769750/knicks-celtics,,
2025-05-12T23:30:00+00:00,2025,POST,New York Knicks,Boston Celtics,HOME,121,113,28,39,23,23,37,23,33,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401769749/celtics-knicks,,
2025-05-10T19:30:00+00:00,2025,POST,New York Knicks,Boston Celtics,HOME,93,115,20,36,26,35,24,25,23,19,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401769748/celtics-knicks,,
2025-05-07T23:00:00+00:00,2025,POST,New York Knicks,Boston Celtics,AWAY,91,90,13,24,28,26,20,23,30,17,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401769747/knicks-celtics,,
2025-05-05T23:00:00+00:00,2025,POST,New York Knicks,Boston Celtics,AWAY,108,105,25,26,20,35,30,23,25,16,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401769746/knicks-celtics,8,5
2025-05-01T23:30:00+00:00,2025,POST,New York Knicks,Detroit Pistons,AWAY,116,113,37,23,22,38,37,24,20,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401768045/knicks-pistons,,
2025-04-29T23:30:00+00:00,2025,POST,New York Knicks,Detroit Pistons,HOME,103,106,23,22,27,27,24,28,29,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401768044/pistons-knicks,,
2025-04-27T17:00:00+00:00,2025,POST,New York Knicks,Detroit Pistons,AWAY,94,93,29,19,21,24,14,28,30,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401768043/knicks-pistons,,
2025-04-24T23:00:00+00:00,2025,POST,New York Knicks,Detroit Pistons,AWAY,118,116,33,27,33,26,27,30,25,33,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401768042/knicks-pistons,,
2025-04-21T23:30:00+00:00,2025,POST,New York Knicks,Detroit Pistons,HOME,94,100,18,25,31,30,18,20,27,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401768041/pistons-knicks,,
2025-04-19T22:00:00+00:00,2025,POST,New York Knicks,Detroit Pistons,HOME,123,112,27,27,30,28,26,36,40,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401767820/pistons-knicks,,
2025-04-13T17:00:00+00:00,2025,REG,New York Knicks,Brooklyn Nets,AWAY,113,105,38,37,24,29,27,17,24,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705754/knicks-nets,,
2025-04-11T23:30:00+00:00,2025,REG,New York Knicks,Cleveland Cavaliers,HOME,102,108,39,24,23,26,24,28,16,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705741/cavaliers-knicks,,
2025-04-10T23:00:00+00:00,2025,REG,New York Knicks,Detroit Pistons,AWAY,106,115,35,29,27,27,23,29,21,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705733/knicks-pistons,,
2025-04-08T23:30:00+00:00,2025,REG,New York Knicks,Boston Celtics,HOME,117,119,30,27,28,25,20,31,29,24,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401705717/celtics-knicks,10,12
2025-04-06T23:00:00+00:00,2025,REG,New York Knicks,Phoenix Suns,HOME,112,98,27,23,26,20,34,27,25,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705706/suns-knicks,,
2025-04-05T19:00:00+00:00,2025,REG,New York Knicks,Atlanta Hawks,AWAY,121,105,38,31,40,22,30,27,13,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705694/knicks-hawks,,
2025-04-02T23:00:00+00:00,2025,REG,New York Knicks,Cleveland Cavaliers,AWAY,105,124,34,28,26,25,25,38,20,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705669/knicks-cavaliers,,
2025-04-01T23:30:00+00:00,2025,REG,New York Knicks,Philadelphia 76ers,HOME,105,91,35,26,24,16,21,28,25,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705664/76ers-knicks,,
2025-03-30T22:00:00+00:00,2025,REG,New York Knicks,Portland Trail Blazers,HOME,110,93,27,25,23,33,29,20,31,15,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705648/trail-blazers-knicks,,
2025-03-29T00:00:00+00:00,2025,REG,New York Knicks,Milwaukee Bucks,AWAY,116,107,25,19,35,30,21,24,35,34,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705636/knicks-bucks,,
2025-03-26T23:30:00+00:00,2025,REG,New York Knicks,LA Clippers,HOME,113,126,33,20,22,34,29,40,29,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705622/clippers-knicks,,
2025-03-25T23:30:00+00:00,2025,REG,New York Knicks,Dallas Mavericks,HOME,128,113,37,35,31,33,30,16,30,29,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705614/mavericks-knicks,,
2025-03-23T00:00:00+00:00,2025,REG,New York Knicks,Washington Wizards,HOME,122,103,31,21,35,20,26,35,30,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705592/wizards-knicks,,
2025-03-20T23:00:00+00:00,2025,REG,New York Knicks,Charlotte Hornets,AWAY,98,115,19,27,25,27,28,31,26,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705576/knicks-hornets,,
2025-03-20T00:00:00+00:00,2025,REG,New York Knicks,San Antonio Spurs,AWAY,105,120,20,29,23,38,29,16,33,37,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705569/knicks-spurs,,
2025-03-17T23:30:00+00:00,2025,REG,New York Knicks,Miami Heat,HOME,116,95,18,29,29,20,41,15,28,31,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705550/heat-knicks,,
2025-03-16T00:30:00+00:00,2025,REG,New York Knicks,Golden State Warriors,AWAY,94,97,31,32,19,22,22,21,22,22,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705540/knicks-warriors,,
2025-03-13T02:00:00+00:00,2025,REG,New York Knicks,Portland Trail Blazers,AWAY,114,113,26,21,22,25,29,31,29,29,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705519/knicks-trail-blazers,8,7
2025-03-11T02:30:00+00:00,2025,REG,New York Knicks,Sacramento Kings,AWAY,133,104,37,22,29,29,37,26,30,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705505/knicks-kings,,
2025-03-08T03:30:00+00:00,2025,REG,New York Knicks,LA Clippers,AWAY,95,105,25,31,29,29,24,19,17,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705477/knicks-clippers,,
2025-03-07T03:00:00+00:00,2025,REG,New York Knicks,Los Angeles Lakers,AWAY,109,113,27,31,33,20,24,25,15,23,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401705469/knicks-lakers,10,14
2025-03-05T00:30:00+00:00,2025,REG,New York Knicks,Golden State Warriors,HOME,102,114,26,25,29,22,26,35,21,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705451/warriors-knicks,,
2025-03-02T23:00:00+00:00,2025,REG,New York Knicks,Miami Heat,AWAY,116,112,22,27,23,35,36,25,24,18,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705435/knicks-heat,11,7
2025-03-01T01:00:00+00:00,2025,REG,New York Knicks,Memphis Grizzlies,AWAY,114,113,25,32,31,27,26,29,32,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705422/knicks-grizzlies,,
2025-02-27T00:00:00+00:00,2025,REG,New York Knicks,Philadelphia 76ers,HOME,110,105,33,21,28,24,22,29,27,31,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705404/76ers-knicks,,
2025-02-23T18:00:00+00:00,2025,REG,New York Knicks,Boston Celtics,AWAY,105,118,19,38,24,26,39,25,23,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705377/knicks-celtics,,
2025-02-22T00:00:00+00:00,2025,REG,New York Knicks,Cleveland Cavaliers,AWAY,105,142,29,41,21,36,29,33,26,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705363/knicks-cavaliers,,
