date,season,season_type,team,opponent,location,team_total,opp_total,team_q1,opp_q1,team_q2,opp_q2,team_q3,opp_q3,team_q4,opp_q4,ot_count,winner,valid_linescore,espn_url,team_ot1,opp_ot1
2026-01-04T01:00:00+00:00,2026,REG,Portland Trail Blazers,San Antonio Spurs,AWAY,115,110,35,24,20,27,32,29,28,30,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810345/trail-blazers-spurs,,
2026-01-03T01:00:00+00:00,2026,REG,Portland Trail Blazers,New Orleans Pelicans,AWAY,122,109,29,37,34,18,22,20,37,34,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810337/trail-blazers-pelicans,,
2026-01-01T01:00:00+00:00,2026,REG,Portland Trail Blazers,Oklahoma City Thunder,AWAY,95,124,30,38,25,35,21,26,19,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810325/trail-blazers-thunder,,
2025-12-30T03:30:00+00:00,2026,REG,Portland Trail Blazers,Dallas Mavericks,HOME,125,122,42,29,33,34,22,30,28,29,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810312/mavericks-trail-blazers,,
2025-12-28T23:00:00+00:00,2026,REG,Portland Trail Blazers,Boston Celtics,HOME,114,108,31,30,24,33,31,22,28,23,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810299/celtics-trail-blazers,,
2025-12-27T03:00:00+00:00,2026,REG,Portland Trail Blazers,LA Clippers,HOME,103,119,35,25,27,31,16,29,25,34,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810286/clippers-trail-blazers,,
2025-12-24T03:00:00+00:00,2026,REG,Portland Trail Blazers,Orlando Magic,HOME,106,110,21,25,29,38,30,26,26,21,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810275/magic-trail-blazers,,
2025-12-23T03:00:00+00:00,2026,REG,Portland Trail Blazers,Detroit Pistons,HOME,102,110,26,30,25,31,27,34,24,15,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810263/pistons-trail-blazers,,
2025-12-21T03:00:00+00:00,2026,REG,Portland Trail Blazers,Sacramento Kings,AWAY,98,93,28,26,19,18,25,25,26,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810249/trail-blazers-kings,,
2025-12-19T03:00:00+00:00,2026,REG,Portland Trail Blazers,Sacramento Kings,HOME,134,133,36,40,27,20,19,23,33,32,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810235/kings-trail-blazers,19,18
2025-12-15T02:00:00+00:00,2026,REG,Portland Trail Blazers,Golden State Warriors,HOME,136,131,34,31,27,31,35,37,40,32,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401836802/warriors-trail-blazers,,
2025-12-12T01:00:00+00:00,2026,REG,Portland Trail Blazers,New Orleans Pelicans,AWAY,120,143,30,39,38,31,29,35,23,38,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401836748/trail-blazers-pelicans,,
2025-12-07T23:00:00+00:00,2026,REG,Portland Trail Blazers,Memphis Grizzlies,AWAY,96,119,20,40,26,26,32,26,18,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810215/trail-blazers-grizzlies,,
2025-12-06T00:30:00+00:00,2026,REG,Portland Trail Blazers,Detroit Pistons,AWAY,116,122,28,30,30,35,27,19,31,38,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810197/trail-blazers-pistons,,
2025-12-04T00:00:00+00:00,2026,REG,Portland Trail Blazers,Cleveland Cavaliers,AWAY,122,110,36,33,32,25,31,27,23,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810179/trail-blazers-cavaliers,,
2025-12-03T00:30:00+00:00,2026,REG,Portland Trail Blazers,Toronto Raptors,AWAY,118,121,39,37,20,28,23,32,36,24,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810174/trail-blazers-raptors,,
2025-11-30T23:00:00+00:00,2026,REG,Portland Trail Blazers,Oklahoma City Thunder,HOME,115,123,19,24,36,30,32,31,28,38,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810160/thunder-trail-blazers,,
2025-11-27T03:00:00+00:00,2026,REG,Portland Trail Blazers,San Antonio Spurs,HOME,102,115,30,29,24,27,32,35,16,24,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809809/spurs-trail-blazers,,
2025-11-25T01:00:00+00:00,2026,REG,Portland Trail Blazers,Milwaukee Bucks,AWAY,115,103,32,27,33,26,30,21,20,29,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810143/trail-blazers-bucks,,
2025-11-24T00:00:00+00:00,2026,REG,Portland Trail Blazers,Oklahoma City Thunder,AWAY,95,122,18,39,28,28,22,29,27,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810135/trail-blazers-thunder,,
2025-11-22T03:00:00+00:00,2026,REG,Portland Trail Blazers,Golden State Warriors,AWAY,127,123,35,28,30,44,29,25,33,26,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809798/trail-blazers-warriors,,
2025-11-20T03:00:00+00:00,2026,REG,Portland Trail Blazers,Chicago Bulls,HOME,121,122,29,28,29,34,24,36,39,24,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810118/bulls-trail-blazers,,
2025-11-19T04:00:00+00:00,2026,REG,Portland Trail Blazers,Phoenix Suns,HOME,110,127,32,35,29,29,21,36,28,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810109/suns-trail-blazers,,
2025-11-17T00:30:00+00:00,2026,REG,Portland Trail Blazers,Dallas Mavericks,AWAY,133,138,37,29,24,28,30,28,27,33,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401810093/trail-blazers-mavericks,15,20
2025-11-15T01:00:00+00:00,2026,REG,Portland Trail Blazers,Houston Rockets,AWAY,116,140,32,41,28,28,31,36,25,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809784/trail-blazers-rockets,,
2025-11-13T01:00:00+00:00,2026,REG,Portland Trail Blazers,New Orleans Pelicans,AWAY,125,117,30,25,27,34,38,26,30,32,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810074/trail-blazers-pelicans,,
2025-11-11T00:00:00+00:00,2026,REG,Portland Trail Blazers,Orlando Magic,AWAY,112,115,24,26,32,33,20,28,36,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810055/trail-blazers-magic,,
2025-11-09T01:00:00+00:00,2026,REG,Portland Trail Blazers,Miami Heat,AWAY,131,136,30,27,35,45,32,28,34,36,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810042/trail-blazers-heat,,
2025-11-06T03:00:00+00:00,2026,REG,Portland Trail Blazers,Oklahoma City Thunder,HOME,121,119,21,41,36,24,24,21,40,33,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810035/thunder-trail-blazers,,
2025-11-04T03:00:00+00:00,2026,REG,Portland Trail Blazers,Los Angeles Lakers,HOME,115,123,33,24,20,28,33,38,29,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810018/lakers-trail-blazers,,
2025-11-01T02:00:00+00:00,2026,REG,Portland Trail Blazers,Denver Nuggets,HOME,109,107,18,26,35,31,18,24,38,26,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809508/nuggets-trail-blazers,,
2025-10-30T01:00:00+00:00,2026,REG,Portland Trail Blazers,Utah Jazz,AWAY,136,134,33,43,46,30,38,25,19,36,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809990/trail-blazers-jazz,,
2025-10-28T02:30:00+00:00,2026,REG,Portland Trail Blazers,Los Angeles Lakers,AWAY,122,108,28,24,29,27,32,26,33,31,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809977/trail-blazers-lakers,,
2025-10-27T01:00:00+00:00,2026,REG,Portland Trail Blazers,LA Clippers,AWAY,107,114,23,34,37,21,22,32,25,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809967/trail-blazers-clippers,,
2025-10-25T02:00:00+00:00,2026,REG,Portland Trail Blazers,Golden State Warriors,HOME,139,119,28,28,41,28,34,35,36,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401809952/warriors-trail-blazers,,
2025-10-23T02:00:00+00:00,2026,REG,Portland Trail Blazers,Minnesota Timberwolves,HOME,114,118,35,33,26,24,34,31,19,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809942/timberwolves-trail-blazers,,
2025-04-13T19:30:00+00:00,2025,REG,Portland Trail Blazers,Los Angeles Lakers,HOME,109,81,29,25,29,18,31,18,20,20,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705765/lakers-trail-blazers,,
2025-04-12T02:00:00+00:00,2025,REG,Portland Trail Blazers,Golden State Warriors,HOME,86,103,20,26,17,24,20,27,29,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705749/warriors-trail-blazers,,
